symbol,name,sector,subsector,industry,subindustry,board
RGAS,PT Kian Santang Muliatama Tbk.,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pemantauan Khusus
RICY,Ricky Putra Globalindo Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",Pengembangan
RIGS,Rig Tenders Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Pengembangan
RIMO,PT Rimo International Lestari Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
RISE,PT Jaya Sukses Makmur Sentosa Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
RLCO,PT Abadi Lestari Indonesia Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Pengembangan
RMKE,PT RMK Energy Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Utama
RMKO,PT Royaltama Mulia Kontraktorindo Tbk.,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pengembangan
ROCK,PT Rockfields Properti Indonesia Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
RODA,Pikko Land Development Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
RONY,PT Aracord Nusantara Group Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pengembangan
ROTI,PT Nippon Indosari Corpindo Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pengembangan
RSCH,PT Charlie Hospital Semarang Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Pengembangan
RSGK,PT Kedoya Adyaraya Tbk,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Pengembangan
RUIS,Radiant Utama Interinsco Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pengembangan
RUNS,PT Global Sukses Solusi Tbk,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak,Akselerasi
SAFE,Steady Safe Tbk,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan,Pengembangan
SAGE,PT Saptausaha Gemilangindah Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
SAME,Sarana Meditama Metropolitan Tbk,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Utama
SAMF,PT Saraswanti Anugerah Makmur Tbk.,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Pertanian,Utama
SAPX,PT Satria Antaran Prima Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
SATU,PT Kota Satu Properti Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
SBAT,PT Sejahtera Bintang Abadi Textile Tbk.,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Pemantauan Khusus
SBMA,PT Surya Biru Murni Acetylene Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Pengembangan
SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Pengembangan
SCMA,Surya Citra Media Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Utama
SCNP,PT Selaras Citra Nusantara Perkasa Tbk,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Peralatan Rumah Tangga,Pengembangan
SCPI,PT Organon Pharma Indonesia Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Pemantauan Khusus
SDMU,Sidomulyo Selaras Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
SDPC,Millennium Pharmacon International Tbk,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Obat-obatan,Pengembangan
SDRA,PT Bank Woori Saudara Indonesia 1906 Tbk,Keuangan,Bank,Bank,Bank,Pengembangan
SEMA,PT Semacom Integrated Tbk,Energi,Energi Alternatif,Peralatan Energi Alternatif,Peralatan Energi Alternatif,Pengembangan
SFAN,PT Surya Fajar Capital Tbk,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Pengembangan
SGER,PT Sumber Global Energy Tbk.,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Utama
SGRO,PT Prime Agri Resources Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
SHID,Hotel Sahid Jaya Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
SHIP,PT Sillo Maritime Perdana Tbk,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Utama
SICO,PT Sigma Energy Compressindo Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pengembangan
SIDO,PT Industri Jamu Dan Farmasi Sido Muncul Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Utama
SILO,PT Siloam International Hospitals Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Utama
SIMA,Siwani Makmur Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pemantauan Khusus
SIMP,Salim Ivomas Pratama Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
SINI,PT Singaraja Putra Tbk.,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Pemantauan Khusus
SIPD,PT Sreeya Sewu Indonesia Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Pengembangan
SKBM,Sekar Bumi Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pengembangan
SKLT,Sekar Laut Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pengembangan
SKRN,PT Superkrane Mitra Utama Tbk,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Utama
SKYB,PT Northcliff Citranusa Indonesia Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak,Pemantauan Khusus
SLIS,PT Gaya Abadi Sempurna Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Pengembangan
SMAR,PT Sinar Mas Agro Resources and Technology Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
SMBR,PT Semen Baturaja (Persero) Tbk,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi,Utama
SMCB,PT Solusi Bangun Indonesia Tbk,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi,Pemantauan Khusus
SMDM,Suryamas Dutamakmur Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
SMDR,Samudera Indonesia Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Utama
SMGA,PT Sumber Mineral Global Abadi Tbk,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pengembangan
SMGR,Semen Indonesia (Persero) Tbk,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi,Utama
SMIL,PT Sarana Mitra Luas Tbk,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Utama
SMKL,PT Satyamitra Kemas Lestari Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pengembangan
SMKM,PT Sumber Mas Konstruksi Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Akselerasi
SMLE,PT Sinergi Multi Lestarindo Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Pengembangan
SMMA,PT Sinar Mas Multiartha Tbk,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Pengembangan
SMMT,GOLDEN EAGLE ENERGY Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Pengembangan
SMRA,PT Summarecon Agung Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Utama
SMRU,SMR Utama Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pemantauan Khusus
SMSM,Selamat Sempurna Tbk,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Utama
SNLK,PT Sunter Lakeside Hotel Tbk.,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
SOCI,PT Soechi Lines Tbk.,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Pengembangan
SOFA,PT Solusi Environment Asia Tbk,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,Akselerasi
SOHO,PT Soho Global Health Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Pengembangan
SOLA,PT Xolare RCR Energy Tbk,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi,Pengembangan
SONA,Sona Topas Tourism Industry Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Department Store,Department Store,Pemantauan Khusus
SOSS,PT ALSOK Indonesia Services Tbk,Perindustrian,Jasa Perindustrian,Jasa Profesional,Jasa Personalia,Pemantauan Khusus
SOTS,PT Satria Mega Kencana Tbk.,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
SOUL,PT Mitra Tirta Buwana Tbk,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Akselerasi
SPMA,Suparma Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pengembangan
SPRE,PT Soraya Berjaya Indonesia Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Akselerasi
SPTO,PT Surya Pertiwi Tbk,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Utama
SQMI,Wilton Makmur Indonesia Tbk,Barang Baku,Barang Baku,Logam & Mineral,Emas,Pengembangan
SRAJ,Sejahteraraya Anugrahjaya Tbk,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,Pengembangan
SRIL,PT Sri Rejeki Isman Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Pemantauan Khusus
SRSN,Indo Acidatama Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Pengembangan
SRTG,PT Saratoga Investama Sedaya Tbk.,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Investasi,Utama
SSIA,PT Surya Semesta Internusa Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Utama
SSMS,PT Sawit Sumbermas Sarana Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
SSTM,Sunson Textile Manufacturer Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Pengembangan
STAA,PT Sumber Tani Agung Resources Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
STAR,PT Buana Artha Anugerah Tbk.,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Pengembangan
STRK,PT Lovina Beach Brewery Tbk.,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Keras,Pengembangan
STTP,PT Siantar Top Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pengembangan
SUGI,Sugih Energy Tbk,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas,Pemantauan Khusus
SULI,PT SLJ Global Tbk,Barang Baku,Barang Baku,Perhutanan & Kertas,Kayu,Pengembangan
SUNI,PT Sunindo Pratama Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Utama
SUPA,PT Super Bank Indonesia Tbk,Keuangan,Bank,Bank,Bank,Pengembangan
SUPR,Solusi Tunas Pratama Tbk,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Pemantauan Khusus
SURE,PT Super Energy Tbk.,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Produksi & Penyulingan Minyak & Gas,Pengembangan
SURI,PT Maja Agung Latexindo Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Pengembangan
SWAT,PT Sriwahana Adityakarta Tbk.,Barang Baku,Barang Baku,Perhutanan & Kertas,Kertas,Pemantauan Khusus
SWID,PT Saraswanti Indoland Development Tbk,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Pengembangan
TALF,PT Tunas Alfin Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pengembangan
TAMA,PT Lancartama Sejati Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pengembangan
TAMU,PT Pelayaran Tamarin Samudra Tbk.,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pemantauan Khusus
TAPG,PT Triputra Agro Persada Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
TARA,PT Agung Semesta Sejahtera Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
TAXI,Express Transindo Utama Tbk,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan,Pemantauan Khusus
TAYS,PT Jaya Swarasa Agung Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pengembangan
TBIG,PT Tower Bersama Infrastructure Tbk,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Utama
TBLA,Tunas Baru Lampung Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Utama
TBMS,Tembaga Mulia Semanan Tbk,Barang Baku,Barang Baku,Logam & Mineral,Tembaga,Pengembangan
TCID,Mandom Indonesia Tbk,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Pengembangan
TCPI,PT Transcoal Pacific Tbk.,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Pengembangan
TDPM,PT Tianrong Chemicals Industry Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Pemantauan Khusus
TEBE,PT Dana Brata Luhur Tbk.,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Utama
TECH,PT Indosterling Technomedia Tbk,Teknologi,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,Pemantauan Khusus
TELE,PT Omni Inovasi Indonesia Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen,Pemantauan Khusus
TFAS,PT Telefast Indonesia Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Pengembangan
TFCO,Tifico Fiber Indonesia Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Pemantauan Khusus
TGKA,Tigaraksa Satria Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Pengembangan
TGRA,PT Terregra Asia Energy,Infrastruktur,Utilitas,Utilitas Listrik,Utilitas Listrik,Pemantauan Khusus
TGUK,PT Platinum Wahab Nusantara Tbk.,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Pemantauan Khusus
TIFA,KDB Tifa Finance Tbk,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Pengembangan
TINS,PT TIMAH (Persero) Tbk,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Utama
TIRA,Tira Austenite Tbk,Perindustrian,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian,Pengembangan
TIRT,Tirta Mahakam Resources Tbk,Barang Baku,Barang Baku,Perhutanan & Kertas,Kayu,Pemantauan Khusus
TKIM,Pabrik Kertas Tjiwi Kimia Tbk,Barang Baku,Barang Baku,Perhutanan & Kertas,Kertas,Utama
TLDN,PT Teladan Prima Agro Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Utama
TLKM,PT Telkom Indonesia (Persero) Tbk,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi,Jasa Telekomunikasi Terintegrasi,Utama
TMAS,PT Temas Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Utama
TMPO,Tempo Inti Media Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penerbitan,Pengembangan
TNCA,PT Trimuda Nuansa Citra Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
TOBA,PT TBS Energi Utama Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Utama
TOOL,PT Rohartindo Nusantara Luas Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Barang Rumah Tangga,Pengembangan
TOPS,PT Totalindo Eka Persada Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pemantauan Khusus
TOSK,PT Topindo Solusi Komunika Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Pengembangan
TOTL,Total Bangun Persada Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Utama
TOTO,Surya Toto Indonesia Tbk,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,Utama
TOWR,Sarana Menara Nusantara Tbk,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Utama
TOYS,PT Sunindo Adipersada Tbk.,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Pemantauan Khusus
TPIA,PT Chandra Asri Pacific Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Utama
TPMA,Trans Power Marine Tbk,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Utama
TRAM,Trada Alam Minera Tbk.,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Pemantauan Khusus
TRGU,PT Cerestar Indonesia Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Utama
TRIL,Triwira Insanlestari Tbk,Perindustrian,Jasa Perindustrian,Perdagangan Aneka Barang Perindustrian,Perdagangan Aneka Barang Perindustrian,Pemantauan Khusus
TRIM,PT Trimegah Sekuritas Indonesia Tbk,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan,Utama
TRIN,PT Perintis Triniti Properti Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
TRIO,Trikomsel Oke Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Pemantauan Khusus
TRIS,Trisula International Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",Pengembangan
TRJA,PT Transkon Jaya Tbk.,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan,Pengembangan
TRON,PT Teknologi Karya Digital Nusa Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak,Pengembangan
TRST,Trias Sentosa Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pengembangan
TRUE,PT Triniti Dinamik Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
TRUK,PT Guna Timur Raya Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
TRUS,Trust Finance Indonesia Tbk,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Pengembangan
TSPC,Tempo Scan Pacific Tbk,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,Utama
TUGU,PT Asuransi Tugu Pratama Indonesia Tbk,Keuangan,Asuransi,Asuransi,Asuransi Umum,Utama
TYRE,PT King Tire Indonesia Tbk.,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Ban,Pengembangan
UANG,PT Pakuan Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
UCID,PT Uni-Charm Indonesia Tbk.,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Utama
UDNG,PT Agro Bahari Nusantara Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Akselerasi
UFOE,PT Damai Sejahtera Abadi Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Elektronik,Pengembangan
ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Produk Susu Olahan,Utama
UNIC,Unggul Indah Cahaya Tbk,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Utama
UNIQ,PT Ulima Nitra Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pengembangan
UNIT,Nusantara Inti Corpora Tbk,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Pengembangan
UNSP,Bakrie Sumatera Plantations Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Pemantauan Khusus
UNTD,PT Terang Dunia Internusa Tbk.,Barang Konsumen Non-Primer,Barang Rekreasi,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,Pengembangan
UNTR,United Tractors Tbk,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Utama
UNVR,Unilever Indonesia Tbk,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Utama
URBN,PT Urban Jakarta Propertindo Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
UVCR,PT Trimegah Karya Pratama Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Pengembangan
VAST,PT Vastland Indonesia Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pengembangan
VERN,PT Verona Indah Pictures Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Pengembangan
VICI,PT Victoria Care Indonesia Tbk,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Utama
VICO,PT Victoria Investama Tbk.,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Utama
VINS,PT Victoria Insurance Tbk.,Keuangan,Asuransi,Asuransi,Asuransi Umum,Pengembangan
VISI,PT Satu Visi Putra Tbk.,Perindustrian,Jasa Perindustrian,Jasa Komersial,Peralatan Kantor,Pengembangan
VIVA,PT Visi Media Asia Tbk,Barang Konsumen Non-Primer,Media & Hiburan,Media,Penyiaran,Pemantauan Khusus
VKTR,PT VKTR Teknologi Mobilitas Tbk,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Komponen Otomotif,Suku Cadang Otomotif,Pengembangan
VOKS,Voksel Electric Tbk,Perindustrian,Barang Perindustrian,Kelistrikan,Komponen & Peralatan Kelistrikan,Pengembangan
VRNA,PT Mizuho Leasing Indonesia Tbk,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Pengembangan
VTNY,PT Venteny Fortuna International Tbk,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Pengembangan
WAPO,Wahana Pronatural Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Pengembangan
WBSA,PT BSA Logistics Indonesia Tbk,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Pengembangan
WEGE,PT Wijaya Karya Bangunan Gedung Tbk.,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pengembangan
